Model Yr;Mfr Name;Division;Carline;Trans as listed in FE Guide (derived from col AA thru AF);City Unadj FE - Conventional Fuel;Fuel Usage Desc - Conventional Fuel
2010;GM;Chevrolet;C15 SILVERADO 2WD HYBRID;Auto(AV);26,9;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;C15 SILVERADO 2WD XFE;Auto(A6);19,0999;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Dodge;Dakota Pickup 2wd;Auto(A4);18,1;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Dodge;Dakota Pickup 2wd;Auto(A5);16,8;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Dodge;Ram 1500 Pickup 2wd;Auto(A4);17,7;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Dodge;Ram 1500 Pickup 2wd;Auto(A5);16,7;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Dodge;Ram 1500 Pickup 2wd;Auto(A5);17;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;EXPLORER SPORT TRAC 2WD;Auto(A5);17,3;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;EXPLORER SPORT TRAC 2WD;Auto(A6);18,6;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;F150 FFV  2WD;Auto(A6);17,5031;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;F150 PICKUP 2WD;Auto(A4);18,138;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;F150 PICKUP 2WD;Auto(A6);18,2422;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;C15 SIERRA 2WD;Auto(A4);18,7095;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;C15 SIERRA 2WD;Auto(A4);17,0528;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;C15 SIERRA 2WD;Auto(A6);18,3682;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;C15 SIERRA 2WD;Auto(A6);15,4;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;C15 SIERRA 2WD HYBRID;Auto(AV);26,9;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;C15 SIERRA 2WD XFE;Auto(A6);19,0999;Gasoline (Regular Unleaded Recommended)
2010;Nissan;NISSAN;TITAN 2WD;Auto(A5);16,012;Gasoline (Regular Unleaded Recommended)
2010;Nissan;NISSAN;TITAN 2WD FFV;Auto(A5);15,7526;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;TUNDRA 2WD;Auto(S5);18,6995;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;TUNDRA 2WD;Auto(S6);18,5688;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;TUNDRA 2WD;Auto(S6);17,229;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;K15 SILVERADO 4WD;Auto(A4);17,3962;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;K15 SILVERADO 4WD;Auto(A4);16,2371;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;K15 SILVERADO 4WD;Auto(A6);18,1105;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;K15 SILVERADO 4WD;Auto(A6);14,9114;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;K15 SILVERADO 4WD HYBRID;Auto(AV);26,7999;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Dodge;Dakota Pickup 4wd;Auto(A4);16,8;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Dodge;Dakota Pickup 4wd;Auto(A5);16,7;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Dodge;Ram 1500 Pickup 4wd;Auto(A5);15,8;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Dodge;Ram 1500 Pickup 4wd;Auto(A5);16;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;EXPLORER SPORT TRAC 4WD;Auto(A5);16,4429;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;EXPLORER SPORT TRAC 4WD;Auto(A6);16,9118;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;F150 FFV  4WD;Auto(A6);16,7299;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;F150 PICKUP 4WD;Auto(A6);17,5134;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;F150 PICKUP 4WD;Auto(A4);17,367;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;K15 SIERRA 4WD;Auto(A4);17,3962;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;K15 SIERRA 4WD;Auto(A4);16,2421;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;K15 SIERRA 4WD;Auto(A6);18,1089;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;K15 SIERRA 4WD;Auto(A6);14,9245;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;K15 SIERRA 4WD HYBRID;Auto(AV);26,7999;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;K15 SIERRA AWD;Auto(A6);14,7;Gasoline (Regular Unleaded Recommended)
2010;Honda;Honda;RIDGELINE 4WD;Auto(A5);18,6;Gasoline (Regular Unleaded Recommended)
2010;GM;Hummer;H3T 4WD;Manual(M5);16,9;Gasoline (Regular Unleaded Recommended)
2010;GM;Hummer;H3T 4WD;Auto(A4);17,7999;Gasoline (Regular Unleaded Recommended)
2010;GM;Hummer;H3T 4WD;Auto(A4);15,8;Gasoline (Regular Unleaded Recommended)
2010;Nissan;NISSAN;TITAN 4WD;Auto(A5);14,896;Gasoline (Regular Unleaded Recommended)
2010;Nissan;NISSAN;TITAN 4WD FFV;Auto(A5);14,8894;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;TUNDRA 4WD;Auto(S6);17,3004;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;TUNDRA 4WD;Auto(S6);15,4562;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;TUNDRA 4WD FFV;Auto(S6);16,3446;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;G1500 EXPRESS 2WD CARGO;Auto(A4);18,5;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;G1500 EXPRESS 2WD CARGO;Auto(A4);16,0999;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;G1500 EXPRESS CONV 2WD CARGO;Auto(A4);15,6;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;H1500 EXPRESS AWD CARGO;Auto(A4);15,7408;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;H1500 EXPRESS CONV AWD CARGO;Auto(A4);15,8;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;G1500 SAVANA 2WD CARGO;Auto(A4);18,5;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;G1500 SAVANA 2WD CARGO;Auto(A4);16,0999;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;G1500 SAVANA CONV 2WD CARGO;Auto(A4);15,6;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;H1500 SAVANA AWD CARGO;Auto(A4);15,7408;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;H1500 SAVANA CONV AWD CARGO;Auto(A4);15,8;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;G1500 EXPRESS 2WD PASS;Auto(A4);15,6;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;H1500 EXPRESS AWD PASS;Auto(A4);15,8;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;G1500 SAVANA 2WD PASS;Auto(A4);15,6;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;H1500 SAVANA AWD PASS;Auto(A4);15,8;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;TRANSIT CONNECT;Auto(A4);27,4;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Chrysler;Town & Country FWD;Auto(A4);20,8;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Chrysler;Town & Country FWD;Auto(A6);19,7;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Chrysler;Town & Country FWD;Auto(A6);21,4;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Dodge;Grand Caravan FWD;Auto(A4);20,8;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Dodge;Grand Caravan FWD;Auto(A6);19,7;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Dodge;Grand Caravan FWD;Auto(A6);21,4;Gasoline (Regular Unleaded Recommended)
2010;Honda;Honda;ODYSSEY 2WD;Auto(A5);21,2;Gasoline (Regular Unleaded Recommended)
2010;Honda;Honda;ODYSSEY 2WD;Auto(A5);19,7;Gasoline (Regular Unleaded Recommended)
2010;Kia;HYUNDAI MOTOR COMPANY;ENTOURAGE;Auto(A5);20,7;Gasoline (Regular Unleaded Recommended)
2010;Kia;KIA MOTORS CORPORATION;SEDONA;Auto(A5);20,7;Gasoline (Regular Unleaded Recommended)
2010;MAZDA;MAZDA;MAZDA 5;Manual(M5);27,3;Gasoline (Regular Unleaded Recommended)
2010;MAZDA;MAZDA;MAZDA 5;Auto(S5);26,4;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;SIENNA 2WD;Auto(A5);22,4;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Volkswagen;Routan;Auto(A6);19,7;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Volkswagen;Routan;Auto(A6);21,4;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;SIENNA 4WD;Auto(A5);19,6;Gasoline (Regular Unleaded Recommended)
2010;Honda;Acura;RDX 2WD;Auto(S5);23,6;Gasoline (Premium Unleaded Recommended)
2010;GM;Buick;ENCLAVE FWD;Auto(A6);20,5999;Gasoline (Regular Unleaded Recommended)
2010;GM;Cadillac;ESCALADE 2WD;Auto(A6);17,2999;Gasoline (Regular Unleaded Recommended)
2010;GM;Cadillac;ESCALADE 2WD HYBRID;Auto(AV);26,9;Gasoline (Regular Unleaded Recommended)
2010;GM;Cadillac;ESCALADE ESV 2WD;Auto(A6);17,2999;Gasoline (Regular Unleaded Recommended)
2010;GM;Cadillac;SRX 2WD;Auto(S6);22,7;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;C1500 AVALANCHE 2WD;Auto(A6);18,1262;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;C1500 AVALANCHE 2WD;Auto(A6);14,9;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;C1500 SUBURBAN 2WD;Auto(A6);18,1262;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;C1500 SUBURBAN 2WD;Auto(A6);14,9;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;C1500 TAHOE 2WD;Auto(A6);18,1262;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;C1500 TAHOE 2WD HYBRID;Auto(AV);26,9;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;EQUINOX FWD;Auto(A6);28,4;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;EQUINOX FWD;Auto(A6);21,1441;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;HHR FWD;Auto(A4);24,2999;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;HHR FWD;Manual(M5);26,7;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;HHR FWD;Auto(A4);27,2999;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;HHR FWD;Manual(M5);28,5;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;HHR FWD;Manual(M5);27,6;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;HHR FWD;Auto(A4);27,5;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;HHR PANEL FWD;Auto(A4);27,2999;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;HHR PANEL FWD;Manual(M5);28,5;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;HHR PANEL FWD;Manual(M5);27,6;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;HHR PANEL FWD;Auto(A4);27,5;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;TRAVERSE FWD;Auto(A6);20,5999;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Chrysler;PT Cruiser;Auto(A4);23,7;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Dodge;Journey 2wd;Auto(A4);23,8;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Dodge;Journey 2wd;Auto(A6);19,6;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Dodge;Nitro 2wd;Auto(A4);19,8;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Dodge;Nitro 2wd;Auto(A5);19,6;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;EDGE FWD;Auto(A6);22,2;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;ESCAPE FWD;Auto(A6);26,2499;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;ESCAPE FWD;Manual(M5);28,3;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;ESCAPE FWD FFV;Auto(A6);24;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;ESCAPE HYBRID FWD;Auto(AV);45,2;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;EXPEDITION 2WD FFV;Auto(A6);17,0994;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;EXPLORER 2WD;Auto(A5);17,3;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;EXPLORER 2WD;Auto(A6);18,6;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;FLEX FWD;Auto(A6);22,2;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;ACADIA FWD;Auto(A6);20,5999;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;C1500 YUKON 2WD;Auto(A6);18,1262;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;C1500 YUKON 2WD;Auto(A6);17,2999;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;C1500 YUKON HYBRID 2WD;Auto(AV);26,9;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;C1500 YUKON XL 2WD;Auto(A6);18,1262;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;C1500 YUKON XL 2WD;Auto(A6);17,2999;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;C1500 YUKON XL 2WD;Auto(A6);14,9;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;TERRAIN FWD;Auto(A6);28,4;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;TERRAIN FWD;Auto(A6);21,1441;Gasoline (Regular Unleaded Recommended)
2010;Honda;Honda;ACCORD CROSSTOUR 2WD;Auto(A5);22,7;Gasoline (Regular Unleaded Recommended)
2010;Honda;Honda;CR-V 2WD;Auto(A5);26,8;Gasoline (Regular Unleaded Recommended)
2010;Honda;Honda;ELEMENT 2WD;Auto(A5);24,8;Gasoline (Regular Unleaded Recommended)
2010;Honda;Honda;ELEMENT 2WD;Manual(M5);23,2;Gasoline (Regular Unleaded Recommended)
2010;Honda;Honda;PILOT 2WD;Auto(A5);20,6051;Gasoline (Regular Unleaded Recommended)
2010;Hyundai;HYUNDAI MOTOR COMPANY;SANTA FE 2WD;Auto(A6);25,6;Gasoline (Regular Unleaded Recommended)
2010;Hyundai;HYUNDAI MOTOR COMPANY;SANTA FE 2WD;Manual(M6);24,4;Gasoline (Regular Unleaded Recommended)
2010;Hyundai;HYUNDAI MOTOR COMPANY;SANTA FE 2WD;Auto(A6);25,8;Gasoline (Regular Unleaded Recommended)
2010;Hyundai;HYUNDAI MOTOR COMPANY;TUCSON 2WD;Manual(M6);27,3;Gasoline (Regular Unleaded Recommended)
2010;Hyundai;HYUNDAI MOTOR COMPANY;TUCSON 2WD;Auto(A6);29;Gasoline (Regular Unleaded Recommended)
2010;Hyundai;HYUNDAI MOTOR COMPANY;VERACRUZ 2WD;Auto(A6);20,6;Gasoline (Regular Unleaded Recommended)
2010;Nissan;INFINITI;FX35 RWD;Auto(S7);20,1726;Gasoline (Premium Unleaded Recommended)
2010;Nissan;INFINITI;QX56 2WD;Auto(A5);15,2;Gasoline (Premium Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Commander 2WD;Auto(A5);18;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Commander 2WD;Auto(A5);17;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Compass 2WD;Manual(M5);29,4803;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Compass 2WD;Auto(AV);28,8945;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Compass 2WD;Manual(M5);29,3;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Compass 2WD;Auto(AV);27;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Grand Cherokee 2WD;Auto(A5);19,3;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Grand Cherokee 2WD;Auto(A5);17;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Liberty 2WD;Auto(A4);19,8;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Patriot 2WD;Manual(M5);29,4803;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Patriot 2WD;Auto(AV);28,8945;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Patriot 2WD;Manual(M5);29,3;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Patriot 2WD;Auto(AV);27;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Wrangler 2WD;Auto(A4);18,5;Gasoline (Regular Unleaded Recommended)
2010;Kia;KIA MOTORS CORPORATION;BORREGO 2WD;Auto(A5);20,6;Gasoline (Regular Unleaded Recommended)
2010;Kia;KIA MOTORS CORPORATION;BORREGO 2WD;Auto(A6);19;Gasoline (Regular Unleaded Recommended)
2010;Kia;KIA MOTORS CORPORATION;SPORTAGE 2WD;Auto(A4);25,5;Gasoline (Regular Unleaded Recommended)
2010;Kia;KIA MOTORS CORPORATION;SPORTAGE 2WD;Manual(M5);25,3;Gasoline (Regular Unleaded Recommended)
2010;Kia;KIA MOTORS CORPORATION;SPORTAGE 2WD;Auto(A4);23,1;Gasoline (Regular Unleaded Recommended)
2010;Toyota;LEXUS;RX 350;Auto(S6);22,9;Gasoline (Premium Unleaded Required)
2010;Toyota;LEXUS;RX 450h;Auto(AV-S6);41,4485;Gasoline (Premium Unleaded Required)
2010;FOMOCO;Lincoln Truck;MKT FWD;Auto(S6);21,4;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Lincoln Truck;MKX FWD;Auto(A6);22,2;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Lincoln Truck;NAVIGATOR 2WD FFV;Auto(A6);17,0994;Gasoline (Regular Unleaded Recommended)
2010;MAZDA;MAZDA;CX-7 2WD;Auto(S6);22,5;Gasoline (Premium Unleaded Recommended)
2010;MAZDA;MAZDA;CX-7 2WD;Auto(S5);25,1;Gasoline (Regular Unleaded Recommended)
2010;MAZDA;MAZDA;CX-9 2WD;Auto(S6);19,5;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Mazda;TRIBUTE FWD;Manual(M5);28,3;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Mazda;TRIBUTE FWD;Auto(A6);26,2499;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Mazda;TRIBUTE FWD FFV;Auto(A6);24;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Mazda;TRIBUTE HYBRID 2WD;Auto(AV);45,2;Gasoline (Regular Unleaded Recommended)
2010;Mercedes-Benz;Mercedes-Benz;GLK 350;Auto(A7);19,9;Gasoline (Premium Unleaded Required)
2010;Mercedes-Benz;Mercedes-Benz;ML 350;Auto(A7);19,4;Gasoline (Premium Unleaded Required)
2010;FOMOCO;Mercury Truck;MARINER FWD;Auto(A6);26,2499;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Mercury Truck;MARINER FWD FFV;Auto(A6);24;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Mercury Truck;MARINER HYBRID FWD;Auto(AV);45,2;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Mercury Truck;MOUNTAINEER 2WD;Auto(A5);17,3;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Mercury Truck;MOUNTAINEER 2WD;Auto(A6);18,6;Gasoline (Regular Unleaded Recommended)
2010;Mitsubishi Motors Co;Mitsubishi Motors Corporation;OUTLANDER 2WD;Auto(AV-S6);27,0103;Gasoline (Regular Unleaded Recommended)
2010;Mitsubishi Motors Co;Mitsubishi Motors Corporation;OUTLANDER 2WD;Auto(S6);24,0605;Gasoline (Premium Unleaded Recommended)
2010;Mitsubishi Motors NA;Mitsubishi Motors North America;ENDEAVOR 2WD;Auto(S4);19,1033;Gasoline (Premium Unleaded Recommended)
2010;Nissan;NISSAN;ARMADA 2WD;Auto(A5);15,2;Gasoline (Regular Unleaded Recommended)
2010;Nissan;NISSAN;ARMADA 2WD FFV;Auto(A5);15,2974;Gasoline (Regular Unleaded Recommended)
2010;Nissan;NISSAN;MURANO FWD;Auto(AV);22,5957;Gasoline (Premium Unleaded Recommended)
2010;Nissan;NISSAN;PATHFINDER 2WD;Auto(S5);18,4235;Gasoline (Premium Unleaded Recommended)
2010;Nissan;NISSAN;PATHFINDER FE+ 2WD;Auto(A5);18,7767;Gasoline (Premium Unleaded Recommended)
2010;Nissan;NISSAN;ROGUE FWD;Auto(AV);28,4201;Gasoline (Regular Unleaded Recommended)
2010;Nissan;NISSAN;XTERRA 2WD;Manual(M6);19,6697;Gasoline (Regular Unleaded Recommended)
2010;Nissan;NISSAN;XTERRA 2WD;Auto(A5);18,6392;Gasoline (Regular Unleaded Recommended)
2010;GM;Saturn;OUTLOOK FWD;Auto(A6);20,5999;Gasoline (Regular Unleaded Recommended)
2010;GM;Saturn;VUE FWD;Auto(A4);23,9;Gasoline (Regular Unleaded Recommended)
2010;GM;Saturn;VUE FWD;Auto(A6);20,7;Gasoline (Regular Unleaded Recommended)
2010;GM;Saturn;VUE FWD;Auto(S6);20,9;Gasoline (Regular Unleaded Recommended)
2010;GM;Saturn;VUE FWD HYBRID;Auto(A4);31,8;Gasoline (Regular Unleaded Recommended)
2010;Suzuki;Suzuki;GRAND VITARA;Manual(M5);24,1181;Gasoline (Regular Unleaded Recommended)
2010;Suzuki;Suzuki;GRAND VITARA;Auto(A4);24,0663;Gasoline (Regular Unleaded Recommended)
2010;Suzuki;Suzuki;GRAND VITARA;Auto(A5);21,9699;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;4RUNNER 2WD;Auto(A4);23;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;4RUNNER 2WD;Auto(S5);21,6;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;FJ CRUISER 2WD;Auto(A5);21,5;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;HIGHLANDER 2WD;Auto(S6);24,6;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;HIGHLANDER 2WD;Auto(S5);22,1;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;RAV4 2WD;Auto(A4);27,3;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;RAV4 2WD;Auto(A5);24,3984;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;SEQUOIA 2WD;Auto(S6);17,605;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;SEQUOIA 2WD;Auto(S6);16,8655;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;VENZA;Auto(S6);26,4;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;VENZA;Auto(S6);23,7;Gasoline (Regular Unleaded Recommended)
2010;Audi;Volkswagen;TIGUAN;Auto(S6);22,9;Gasoline (Premium Unleaded Recommended)
2010;Audi;Volkswagen;TIGUAN;Manual(M6);23,3;Gasoline (Premium Unleaded Recommended)
2010;Volvo;Volvo Cars of North America, LLC;XC 60 FWD;Auto(S6);21,4;Gasoline (Regular Unleaded Recommended)
2010;Volvo;Volvo Cars of North America, LLC;XC90 FWD;Auto(S6);18,7;Gasoline (Regular Unleaded Recommended)
2010;Honda;Acura;MDX 4WD;Auto(S6);19,8;Gasoline (Premium Unleaded Recommended)
2010;Honda;Acura;RDX 4WD;Auto(S5);22,4;Gasoline (Premium Unleaded Recommended)
2010;Honda;Acura;ZDX 4WD;Auto(S6);20,6;Gasoline (Premium Unleaded Recommended)
2010;Audi;Audi;Q5;Auto(S6);22,7;Gasoline (Premium Unleaded Recommended)
2010;Audi;Audi;Q7;Auto(S6);Mod;Diesel, ultra low sulfur (15 ppm, maximum)
2010;Volkswagen;Audi;Q7;Auto(S6);17,1502;Gasoline (Premium Unleaded Recommended)
2010;Audi;Audi;Q7;Auto(S6);16,2;Gasoline (Premium Unleaded Recommended)
2010;BMW;BMW;ActiveHybrid X6;Auto(S7);20,8141;Gasoline (Premium Unleaded Recommended)
2010;BMW;BMW;X3 xDrive30i;Auto(S6);21,4;Gasoline (Premium Unleaded Recommended)
2010;BMW;BMW;X3 xDrive30i;Manual(M6);20,9;Gasoline (Premium Unleaded Recommended)
2010;BMW;BMW;X5 xDrive30i;Auto(S6);19,2;Gasoline (Premium Unleaded Recommended)
2010;BMW;BMW;X5 xDrive35d;Auto(S6);23,9782;Diesel, ultra low sulfur (15 ppm, maximum)
2010;BMW;BMW;X5 xDrive48i;Auto(S6);16,7489;Gasoline (Premium Unleaded Recommended)
2010;BMW;BMW;X5 xDriveM;Auto(S6);15,167;Gasoline (Premium Unleaded Recommended)
2010;BMW;BMW;X6 xDrive35i;Auto(S6);18,5;Gasoline (Premium Unleaded Recommended)
2010;BMW;BMW;X6 xDrive50i;Auto(S6);15,8;Gasoline (Premium Unleaded Recommended)
2010;BMW;BMW;X6 xDriveM;Auto(S6);15,167;Gasoline (Premium Unleaded Recommended)
2010;GM;Buick;ENCLAVE AWD;Auto(A6);19,5;Gasoline (Regular Unleaded Recommended)
2010;GM;Cadillac;ESCALADE AWD;Auto(A6);17,0999;Gasoline (Regular Unleaded Recommended)
2010;GM;Cadillac;SRX AWD;Auto(S6);19,2435;Gasoline (Premium Unleaded Required)
2010;GM;Cadillac;SRX AWD;Auto(S6);21,5;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;EQUINOX AWD;Auto(A6);25,7999;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;EQUINOX AWD;Auto(A6);21,2999;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;K1500 TAHOE 4WD;Auto(A6);18,0999;Gasoline (Regular Unleaded Recommended)
2010;GM;Chevrolet;K1500 TAHOE 4WD HYBRID;Auto(AV);26,7999;Gasoline (Regular Unleaded Recommended)
