Model Yr;Mfr Name;Division;Carline;Trans as listed in FE Guide (derived from col AA thru AF);City Unadj FE - Conventional Fuel;Fuel Usage Desc - Conventional Fuel
2010;GM;Chevrolet;TRAVERSE AWD;Auto(A6);20;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Dodge;Journey 4wd;Auto(A6);19,2;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Dodge;Nitro 4wd;Auto(A4);18,7;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Dodge;Nitro 4wd;Auto(A5);19,3;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;EDGE AWD;Auto(A6);20,9;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;ESCAPE 4WD;Auto(A6);25,1139;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;ESCAPE 4WD FFV;Auto(A6);22,565;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;ESCAPE HYBRID 4WD;Auto(AV);39,6;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;EXPEDITION 4WD FFV;Auto(A6);15,1485;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;EXPLORER 4WD;Auto(A5);16,4429;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;EXPLORER 4WD;Auto(A6);16,9118;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;FLEX AWD;Auto(A6);19,4142;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Ford Division;FLEX AWD;Auto(S6);19,9;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;ACADIA AWD;Auto(A6);20;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;K1500 YUKON 4WD;Auto(A6);18,0999;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;K1500 YUKON 4WD HYBRID;Auto(AV);26,7999;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;K1500 YUKON DENALI AWD;Auto(A6);17,0999;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;TERRAIN AWD;Auto(A6);25,7999;Gasoline (Regular Unleaded Recommended)
2010;GM;GMC;TERRAIN AWD;Auto(A6);21,2999;Gasoline (Regular Unleaded Recommended)
2010;Honda;Honda;ACCORD CROSSTOUR 4WD;Auto(A5);21,2;Gasoline (Regular Unleaded Recommended)
2010;Honda;Honda;CR-V 4WD;Auto(A5);26,3511;Gasoline (Regular Unleaded Recommended)
2010;Honda;Honda;ELEMENT 4WD;Manual(M5);23,2;Gasoline (Regular Unleaded Recommended)
2010;Honda;Honda;ELEMENT 4WD;Auto(A5);23,8;Gasoline (Regular Unleaded Recommended)
2010;Honda;Honda;PILOT 4WD;Auto(A5);20;Gasoline (Regular Unleaded Recommended)
2010;GM;Hummer;H3 4WD;Manual(M5);16,9;Gasoline (Regular Unleaded Recommended)
2010;GM;Hummer;H3 4WD;Auto(A4);17,7999;Gasoline (Regular Unleaded Recommended)
2010;GM;Hummer;H3 4WD;Auto(A4);15,8;Gasoline (Regular Unleaded Recommended)
2010;Hyundai;HYUNDAI MOTOR COMPANY;SANTA FE 4WD;Auto(A6);26;Gasoline (Regular Unleaded Recommended)
2010;Hyundai;HYUNDAI MOTOR COMPANY;SANTA FE 4WD;Auto(A6);24,8;Gasoline (Regular Unleaded Recommended)
2010;Hyundai;HYUNDAI MOTOR COMPANY;TUCSON 4WD;Auto(A6);26,6;Gasoline (Regular Unleaded Recommended)
2010;Hyundai;HYUNDAI MOTOR COMPANY;TUCSON 4WD;Manual(M6);26,8;Gasoline (Regular Unleaded Recommended)
2010;Hyundai;HYUNDAI MOTOR COMPANY;VERACRUZ 4WD;Auto(A6);19,8;Gasoline (Regular Unleaded Recommended)
2010;Nissan;INFINITI;FX35 AWD;Auto(S7);19,5985;Gasoline (Premium Unleaded Recommended)
2010;Nissan;INFINITI;FX50;Auto(S7);17,7553;Gasoline (Premium Unleaded Recommended)
2010;Nissan;INFINITI;QX56 4WD;Auto(A5);15,1;Gasoline (Premium Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Commander 4WD;Auto(A5);17,4;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Commander 4WD;Auto(A5);16,6;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Compass 4WD;Manual(M5);28,8;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Compass 4WD;Auto(AV);26,3;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Grand Cherokee 4WD;Auto(A5);18,5;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Grand Cherokee 4WD;Auto(A5);16,6;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Grand Cherokee SRT8 AWD;Auto(A5);14,2;Gasoline (Premium Unleaded Required)
2010;Chrysler Group LLC;Jeep;Liberty 4WD;Auto(A4);18,7;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Patriot 4WD;Manual(M5);28,8;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Patriot 4WD;Auto(AV);26,3;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Patriot 4WD;Auto(AV);26,3;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Wrangler 4WD;Manual(M6);18,858;Gasoline (Regular Unleaded Recommended)
2010;Chrysler Group LLC;Jeep;Wrangler 4WD;Auto(A4);18,3208;Gasoline (Regular Unleaded Recommended)
2010;Kia;KIA MOTORS CORPORATION;BORREGO 4WD;Auto(A5);20,1;Gasoline (Regular Unleaded Recommended)
2010;Kia;KIA MOTORS CORPORATION;BORREGO 4WD;Auto(A6);18,1;Gasoline (Regular Unleaded Recommended)
2010;Kia;KIA MOTORS CORPORATION;SPORTAGE 4WD;Manual(M5);24,2;Gasoline (Regular Unleaded Recommended)
2010;Kia;KIA MOTORS CORPORATION;SPORTAGE 4WD;Auto(A4);22,4;Gasoline (Regular Unleaded Recommended)
2010;Land Rover;Land Rover;LR2;Auto(S6);18,6318;Gasoline (Regular Unleaded Recommended)
2010;Land Rover;Land Rover;LR4;Auto(S6);15,3076;Gasoline (Premium Unleaded Recommended)
2010;Land Rover;Land Rover;Range Rover;Auto(S6);14,1837;Gasoline (Premium Unleaded Recommended)
2010;Land Rover;Land Rover;Range Rover;Auto(S6);15,1205;Gasoline (Premium Unleaded Recommended)
2010;Land Rover;Land Rover;Range Rover Sport;Auto(S6);14,4032;Gasoline (Premium Unleaded Recommended)
2010;Land Rover;Land Rover;Range Rover Sport;Auto(S6);15,4737;Gasoline (Premium Unleaded Recommended)
2010;Toyota;LEXUS;GX 460;Auto(S6);18,6;Gasoline (Premium Unleaded Required)
2010;Toyota;LEXUS;LX 570;Auto(S6);15,3;Gasoline (Premium Unleaded Required)
2010;Toyota;LEXUS;RX 350 AWD;Auto(S6);22,4854;Gasoline (Premium Unleaded Required)
2010;Toyota;LEXUS;RX 450h AWD;Auto(AV-S6);39,5123;Gasoline (Premium Unleaded Required)
2010;FOMOCO;Lincoln Truck;MKT AWD;Auto(S6);20,0338;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Lincoln Truck;MKT AWD;Auto(S6);19,9;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Lincoln Truck;MKX AWD;Auto(A6);20,9;Gasoline (Regular Unleaded Recommended)
2010;MAZDA;MAZDA;CX-7 4WD;Auto(S6);21,5;Gasoline (Premium Unleaded Recommended)
2010;MAZDA;MAZDA;CX-9 4WD;Auto(S6);18,7;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Mazda;TRIBUTE 4WD;Auto(A6);25,4;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Mazda;TRIBUTE 4WD FFV;Auto(A6);23;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Mazda;TRIBUTE HYBRID 4WD;Auto(AV);39,6;Gasoline (Regular Unleaded Recommended)
2010;Mercedes-Benz;Mercedes-Benz;G 55 AMG;Auto(A5);13,2;Gasoline (Premium Unleaded Required)
2010;Mercedes-Benz;Mercedes-Benz;G 550;Auto(A7);14;Gasoline (Premium Unleaded Required)
2010;Mercedes-Benz;Mercedes-Benz;GL 450 4MATIC;Auto(A7);15,8;Gasoline (Premium Unleaded Required)
2010;Mercedes-Benz;Mercedes-Benz;GL 550 4MATIC;Auto(A7);15,3;Gasoline (Premium Unleaded Required)
2010;Mercedes-Benz;Mercedes-Benz;GLK 350 4MATIC;Auto(A7);19,6659;Gasoline (Premium Unleaded Required)
2010;Mercedes-Benz;Mercedes-Benz;ML 350 4MATIC;Auto(A7);18,5;Gasoline (Premium Unleaded Required)
2010;Mercedes-Benz;Mercedes-Benz;ML 550 4MATIC;Auto(A7);16,3;Gasoline (Premium Unleaded Required)
2010;Mercedes-Benz;Mercedes-Benz;ML 63 AMG;Auto(A7);12,8;Gasoline (Premium Unleaded Required)
2010;Mercedes-Benz;Mercedes-Benz;ML450 HYBRID 4MATIC;Auto(AV);26,9;Gasoline (Premium Unleaded Required)
2010;Mercedes-Benz;Mercedes-Benz;R 350 4MATIC;Auto(A7);17,7;Gasoline (Premium Unleaded Required)
2010;FOMOCO;Mercury Truck;MARINER 4WD;Auto(A6);25,1139;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Mercury Truck;MARINER 4WD FFV;Auto(A6);22,565;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Mercury Truck;MARINER HYBRID 4WD;Auto(AV);39,6;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Mercury Truck;MOUNTAINEER AWD;Auto(A5);16,4429;Gasoline (Regular Unleaded Recommended)
2010;FOMOCO;Mercury Truck;MOUNTAINEER AWD;Auto(A6);16,9118;Gasoline (Regular Unleaded Recommended)
2010;Mitsubishi Motors Co;Mitsubishi Motors Corporation;OUTLANDER 4WD;Auto(AV-S6);25,9764;Gasoline (Regular Unleaded Recommended)
2010;Mitsubishi Motors Co;Mitsubishi Motors Corporation;OUTLANDER 4WD;Auto(S6);22,7031;Gasoline (Premium Unleaded Recommended)
2010;Mitsubishi Motors NA;Mitsubishi Motors North America;ENDEAVOR AWD;Auto(S4);18,4;Gasoline (Premium Unleaded Recommended)
2010;Nissan;NISSAN;ARMADA 4WD;Auto(A5);15,0923;Gasoline (Regular Unleaded Recommended)
2010;Nissan;NISSAN;ARMADA 4WD FFV;Auto(A5);15,1498;Gasoline (Regular Unleaded Recommended)
2010;Nissan;NISSAN;MURANO AWD;Auto(AV);22,2551;Gasoline (Premium Unleaded Recommended)
2010;Nissan;NISSAN;PATHFINDER 4WD;Auto(A5);17,707;Gasoline (Premium Unleaded Recommended)
2010;Nissan;NISSAN;PATHFINDER 4WD;Auto(S5);15,5498;Gasoline (Premium Unleaded Recommended)
2010;Nissan;NISSAN;ROGUE AWD;Auto(AV);27,1066;Gasoline (Regular Unleaded Recommended)
2010;Nissan;NISSAN;XTERRA 4WD;Manual(M6);19,2998;Gasoline (Regular Unleaded Recommended)
2010;Nissan;NISSAN;XTERRA 4WD;Auto(A5);18,133;Gasoline (Regular Unleaded Recommended)
2010;Porsche;Porsche;Cayenne;Auto(A6);17,8494;Gasoline (Premium Unleaded Recommended)
2010;Porsche;Porsche;Cayenne;Manual(M6);16,9398;Gasoline (Premium Unleaded Recommended)
2010;Porsche;Porsche;Cayenne GTS;Auto(A6);16,0831;Gasoline (Premium Unleaded Recommended)
2010;Porsche;Porsche;Cayenne GTS;Manual(M6);13,4863;Gasoline (Premium Unleaded Recommended)
2010;Porsche;Porsche;Cayenne S;Auto(A6);15,951;Gasoline (Premium Unleaded Recommended)
2010;Porsche;Porsche;Cayenne TransSiberia;Manual(M6);13,4863;Gasoline (Premium Unleaded Recommended)
2010;Porsche;Porsche;Cayenne Turbo;Auto(A6);14,5425;Gasoline (Premium Unleaded Recommended)
2010;Porsche;Porsche;Cayenne Turbo Kit;Auto(A6);14,5425;Gasoline (Premium Unleaded Recommended)
2010;Porsche;Porsche;Cayenne Turbo S;Auto(A6);14,5425;Gasoline (Premium Unleaded Recommended)
2010;GM;Saturn;OUTLOOK AWD;Auto(A6);20;Gasoline (Regular Unleaded Recommended)
2010;GM;Saturn;VUE AWD;Auto(A6);20,2;Gasoline (Regular Unleaded Recommended)
2010;GM;Saturn;VUE AWD;Auto(A6);20,5;Gasoline (Regular Unleaded Recommended)
2010;GM;Saturn;VUE AWD;Auto(S6);19,9;Gasoline (Regular Unleaded Recommended)
2010;Subaru;Subaru;Forester AWD;Manual(M5);24,8571;Gasoline (Regular Unleaded Recommended)
2010;Subaru;Subaru;Forester AWD;Auto(S4);25,0678;Gasoline (Regular Unleaded Recommended)
2010;Subaru;Subaru;Forester AWD;Auto(S4);23,8512;Gasoline (Premium Unleaded Recommended)
2010;Subaru;Subaru;OUTBACK WAGON AWD;Auto(AV);27,3071;Gasoline (Regular Unleaded Recommended)
2010;Subaru;Subaru;OUTBACK WAGON AWD;Manual(M6);24,4471;Gasoline (Regular Unleaded Recommended)
2010;Subaru;Subaru;OUTBACK WAGON AWD;Auto(S5);21,9938;Gasoline (Regular Unleaded Recommended)
2010;Subaru;Subaru;Tribeca AWD;Auto(S5);20;Gasoline (Regular Unleaded Recommended)
2010;Suzuki;Suzuki;GRAND VITARA 4WD;Manual(M5);23,346;Gasoline (Regular Unleaded Recommended)
2010;Suzuki;Suzuki;GRAND VITARA 4WD;Auto(A4);23,4214;Gasoline (Regular Unleaded Recommended)
2010;Suzuki;Suzuki;GRAND VITARA 4WD;Auto(A5);20,8755;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;4RUNNER 4WD;Auto(S5);20,7;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;4RUNNER 4WD;Auto(S5);20,7;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;FJ CRUISER 4WD;Auto(A5);21,0184;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;FJ CRUISER 4WD;Manual(M6);19,1202;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;HIGHLANDER 4WD;Auto(S5);21,2;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;HIGHLANDER HYBRID 4WD;Auto(AV);35,3499;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;LAND CRUISER WAGON 4WD;Auto(S6);15,9;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;RAV4 4WD;Auto(A4);26,7798;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;RAV4 4WD;Auto(A5);23,7;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;SEQUOIA 4WD;Auto(S6);16,1909;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;SEQUOIA 4WD;Auto(S6);15,9;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;SEQUOIA 4WD FFV;Auto(S6);15,4255;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;VENZA AWD;Auto(S6);25,6;Gasoline (Regular Unleaded Recommended)
2010;Toyota;TOYOTA;VENZA AWD;Auto(S6);22,6;Gasoline (Regular Unleaded Recommended)
2010;Audi;Volkswagen;TIGUAN 4MOTION;Auto(S6);22,5;Gasoline (Premium Unleaded Recommended)
2010;Audi;Volkswagen;Touareg;Auto(S6);Mod;Diesel, ultra low sulfur (15 ppm, maximum)
2010;Volkswagen;Volkswagen;TOUAREG;Auto(S6);17,1502;Gasoline (Premium Unleaded Recommended)
2010;Volvo;Volvo Cars of North America, LLC;XC60 AWD;Auto(S6);19,3392;Gasoline (Regular Unleaded Recommended)
2010;Volvo;Volvo Cars of North America, LLC;XC60 AWD;Auto(S6);19,1436;Gasoline (Regular Unleaded Recommended)
2010;Volvo;Volvo Cars of North America, LLC;XC70 AWD;Auto(S6);19,3392;Gasoline (Regular Unleaded Recommended)
2010;Volvo;Volvo Cars of North America, LLC;XC70 AWD;Auto(S6);19,1436;Gasoline (Regular Unleaded Recommended)
2010;Volvo;Volvo Cars of North America, LLC;XC90 AWD;Auto(S6);18,7873;Gasoline (Regular Unleaded Recommended)
2010;Volvo;Volvo Cars of North America, LLC;XC90 AWD;Auto(S6);16,1;Gasoline (Regular Unleaded Recommended)
